Name,Category,Based in,Tags,Founded,Image URL
Moonjelly,Denmark,Copenhagen,"Blockchain, Cryptocurrency, Funding Platform",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Moonjelly-150x150.jpg
Omni Blonde,Denmark,Copenhagen,"Beauty, Cosmetics, E-Commerce, Personal Health",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Omni-Blonde-150x150.jpg
WP Dynamic,Denmark,Copenhagen,"Web Hosting, Internet Publishing, Wordpress",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/WP-Dynamic-150x150.jpg
MyD2App,Denmark,Copenhagen,"Mobile Apps, Connectivity, Social Media, Communication",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/MyD2App-150x150.jpg
Kople,Denmark,Copenhagen,"Charity, SaaS, Social CRM, Social Impact",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Kople-150x150.jpg
Mammut Hoffmann,Denmark,Næstved,"Fashion, Logistics, Manufacturing, Product Design",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Mammut-Hoffmann-150x150.jpg
Appstract,Denmark,Copenhagen,"E-Commerce, Information Technology, Software, Web Development",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Appstract-150x150.jpg
Karva,Denmark,Københoved,"Legal Tech, Legal Services, Inheritance Law",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Karva-150x150.jpg
Frankly Insure,Denmark,Christianshavn,"Blockchain, Insurance, InsurTech",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Frankly-Insure-150x150.jpg
Northstake,Denmark,Copenhagen,"Blockchain, Cryptocurrency, Network Hardware, Trading Platform",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Northstake-150x150.jpg
Frankly Insure,Denmark,Christianshavn,"Blockchain, Insurance, InsurTech",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Frankly-Insure-150x150.jpg
Northstake,Denmark,Copenhagen,"Blockchain, Cryptocurrency, Network Hardware, Trading Platform",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Northstake-150x150.jpg
Tellero,Denmark,Copenhagen,"Accounting, Financial Services, FinTech, Software",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Tellero-150x150.jpg
Medusa,Denmark,Copenhagen,"Developer APIs, Developer Tools, E-Commerce, E-Commerce Platforms",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Medusa-150x150.jpg
Frame aps,Denmark,Copenhagen,"Apps, Information Technology, Real Estate, Software",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Frame-aps-150x150.jpg
Kassio,Denmark,Copenhagen,"FinTech, Cryptocurrency, Blockchain, Bitcoin",2021,https://www.eu-startups.com/wp-content/uploads/2022/06/Kassio-150x150.jpg
Whistleblower Software,Denmark,Aarhus,"whistleblowing, software, system, whistleblower scheme",2021,https://www.eu-startups.com/wp-content/uploads/2021/06/9ab46d55c782a586-150x150.jpeg
Frame,Denmark,Copenhagen,"Architecture, Planning, DGNB Certification",2021,https://www.eu-startups.com/wp-content/uploads/2022/05/Frame-150x150.jpg
dive.fm,Denmark,Copenhagen,"internal communication, private podcasting, internal podcasts",2021,https://www.eu-startups.com/wp-content/uploads/2022/05/divefm-150x150.jpg
Januar,Denmark,Copenhagen,"infrastructure, cryptocurrency, provider",2021,https://www.eu-startups.com/wp-content/uploads/2022/05/1615911212194-150x150.jpg
LENEO,Denmark,Bllerup,"Banking, Finance, Financial Services, FinTech",2021,https://www.eu-startups.com/wp-content/uploads/2021/05/ndf9pe2jvsnvwui9mezb-150x150.png
Epilog ApS,Denmark,Copenhagen,"Agency, content marketing, advertising, brandstrategy",2021,https://www.eu-startups.com/wp-content/uploads/2023/03/Epilog-150x150.png
ejendom.com,Denmark,Copenhagen,"proptech, property management, property maintenance",2021,https://www.eu-startups.com/wp-content/uploads/2022/02/hand-med-ipad_vores-ejendom-com-150x200.jpg
Teststudiet,Denmark,Aarhus,"test, review, product review, best products",2021,https://www.eu-startups.com/wp-content/uploads/2021/02/favicon-150x150.png
Selldone,Denmark,Copenhagen,"ecommerce, saas, website builder, shop builder",2021,https://www.eu-startups.com/wp-content/uploads/2022/02/selldone-logo-text-150x125.jpg
Proceedy,Denmark,Aarhus,"Legal tech, overview, SaaS",2021,https://www.eu-startups.com/wp-content/uploads/2022/02/1633684714235-150x150.jpg
(mont.agency),Denmark,Copenhagen,"marketing, subscription, content, agency",2021,https://www.eu-startups.com/wp-content/uploads/2023/02/1673281263946-150x150.jpeg
PRECURE,Denmark,Allinge,"Healthtech, predictive AI, musculoskeletal disorders",2021,https://www.eu-startups.com/wp-content/uploads/2021/01/9D458AE4-B775-413E-9ABC-4F54F6A2ECA2-150x101.jpeg
Orderly,Denmark,Copenhagen,"recycling, ecommerce, circular economy",2021,https://www.eu-startups.com/wp-content/uploads/2022/01/Orderly_Logo-500x500-1-150x150.png
HATO Medical Technologies,Denmark,Odense,"Health Care, Information Technology, Software",2021,https://www.eu-startups.com/wp-content/uploads/2022/01/1609875118277-150x150.jpg
Growblocks,Denmark,Copenhagen,Software,2021,https://www.eu-startups.com/wp-content/uploads/2022/01/1637839577416-150x150.jpg
Global Equestrian Group,Denmark,Vodskov,Sports,2021,https://www.eu-startups.com/wp-content/uploads/2022/01/1610999940583-150x150.jpg
Fullview,Denmark,Copenhagen,"B2B, SaaS",2021,https://www.eu-startups.com/wp-content/uploads/2022/01/1636369585953-150x150.jpg
El Doler,Denmark,Copenhagen,"Fashion, Lifestyle, Retail",2021,https://www.eu-startups.com/wp-content/uploads/2022/01/1627491501019-150x150.jpg
Clutch,Denmark,Copenhagen,"Software, Sports",2021,https://www.eu-startups.com/wp-content/uploads/2022/01/1638919835061-150x150.jpg
Our Only Home,Denmark,Copenhagen,"Charity, GreenTech, Social Impact, Sustainability",2021,https://www.eu-startups.com/wp-content/uploads/2021/12/home-150x150.png
Picadon,Denmark,Copenhagen,"Financial Services, Impact Investing, Property Management, Real Estate",2021,https://www.eu-startups.com/wp-content/uploads/2021/12/Picadon-150x150.jpg
Klimate,Denmark,Copenhagen,"Finance, Software, Sustainability",2021,https://www.eu-startups.com/wp-content/uploads/2021/12/Klimate-150x150.png
Astro.io,Denmark,Copenhagen,"Financial Services, FinTech, Information Technology, Trading Platform",2020,https://www.eu-startups.com/wp-content/uploads/2021/12/Astro-150x150.jpg
Fairhomes,Denmark,Copenhagen,"proptech, fintech, ai, data",2020,https://www.eu-startups.com/wp-content/uploads/2022/12/Fairhomes_Primary_Icon_Reversed_RGB-150x120.jpg
Cognifirm,Denmark,Copenhagen,"RPA, AI, Brower plug-in, SAAS",2020,https://www.eu-startups.com/wp-content/uploads/2020/12/Cognifirm_Chromestore_Lille_kampagnebillede-150x95.png
Monta,Denmark,Copenhagen,"Electric Vehicle, Mobile Apps, Software",2020,https://www.eu-startups.com/wp-content/uploads/2020/11/monta-logo-150x150.jpeg
NGeneR,Denmark,Copenhagen,"Artificial Intelligence, Biotechnology, Health Care, Software",2020,https://www.eu-startups.com/wp-content/uploads/2020/11/NGener-logo-150x150.png
Velsmag,Denmark,Copenhagen,"Aggregator, food, drinks",2020,https://www.eu-startups.com/wp-content/uploads/2020/11/webclip-1-150x150.png
Vibrant.io,Denmark,Aarhus,"fintech, app, payments",2020,https://www.eu-startups.com/wp-content/uploads/2022/10/1656580176525-150x150.jpeg
Reel,Denmark,Copenhagen,"renewable energy, Climate change, Tech",2020,https://www.eu-startups.com/wp-content/uploads/2022/09/1646058161839-150x150.jpeg
TraceHat,Denmark,Copenhagen,"Streaming, Analytics, Software",2020,https://www.eu-startups.com/wp-content/uploads/2021/09/Screenshot-2021-09-07-at-20.09.03-150x64.png
Butter,Denmark,Copenhagen,"Virtual Meetings, Online Events, Virtual Spaces",2020,https://www.eu-startups.com/wp-content/uploads/2021/09/Screenshot-2021-09-08-at-11.09.31-150x60.png
Arkyn.io,Denmark,Copenhagen,"B2B, Apps, Enterprise Applications, ERP, SaaS",2020,https://www.eu-startups.com/wp-content/uploads/2022/08/TEST-arkyn-instagram-logo-150x150.jpeg
1nfluencersmarketing,Denmark,Copenhagen,"Advertising, Brand Marketing, Consulting, Digital Marketing, Marketing, SaaS, Social Media Marketing, Software",2020,https://www.eu-startups.com/wp-content/uploads/2020/08/uf5tpufbndof0pi5dq7z-150x150.jpeg
Syfter.io,Denmark,Copenhagen,"matching, professionals, skills",2020,https://www.eu-startups.com/wp-content/uploads/2020/08/nyvuall9gf0f6oo4tu4w-150x150.png
Vicruit,Denmark,Aarhus,"Human Resources, Recruiting, Video",2020,https://www.eu-startups.com/wp-content/uploads/2020/08/bmgt3wxqtc8i9v0vm7w9-150x150.png
Klutch Agency,Denmark,Copenhagen,"communication agency, advertising, social media management, creative campaigns",2020,https://www.eu-startups.com/wp-content/uploads/2020/08/K-colour-150x150.png
LeadFamly,Denmark,Aarhus,"CMS, SaaS, Software",2020,https://www.eu-startups.com/wp-content/uploads/2020/08/cs2ri6qrbazgsbwdhx9a-150x150.png
Klutch Agency,Denmark,Copenhagen,"communication agency, advertising, social media management, creative campaigns",2020,https://www.eu-startups.com/wp-content/uploads/2020/08/K-colour-150x150.png
LeadFamly,Denmark,Aarhus,"CMS, SaaS, Software",2020,https://www.eu-startups.com/wp-content/uploads/2020/08/cs2ri6qrbazgsbwdhx9a-150x150.png
Reduced,Denmark,Copenhagen,"Foodtech, Alternative Protein, Sustainability",2020,https://www.eu-startups.com/wp-content/uploads/2021/07/Screenshot-2021-07-20-at-11.54.59-150x161.png
Fluento Academy,Denmark,Copenhagen,"online language school, school, language school, education, online education, e-learning",2020,https://www.eu-startups.com/wp-content/uploads/2020/07/circle_logo_high_res-01-150x150.png
HelloFlow,Denmark,Copenhagen,"FinTech, PaaS, no-code platform, digital onboarding",2020,https://www.eu-startups.com/wp-content/uploads/2021/07/HelloFlow-Logo-trans-150x25.png
Wult,Denmark,Copenhagen,"Data Analysis, Data, Data Visualization, Data Security, Data Analytics, Data Processing, Data Integration, Data Transfer",2020,https://www.eu-startups.com/wp-content/uploads/2020/07/Wult-logo-150x150.png
Goroom,Denmark,Københoved,"Real Estate, agency, housing",2020,https://www.eu-startups.com/wp-content/uploads/2021/06/Goroom-150x150.png
Evermento,Denmark,Aalborg,"Art, posters, Graphic design",2020,https://www.eu-startups.com/wp-content/uploads/2021/06/Evermento-150x150.png
Buump Maternity,Denmark,Klampenborg,"E-Commerce, Retail, Shopping, Wholesale",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Buump-Maternity-150x162.jpg
DreamHack Sports Games,Denmark,Copenhagen,"Gaming, Media and Entertainment, Sports",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/DreamHack-Sports-Games-150x150.jpg
Helios Power Trading,Denmark,Viby,"Energy, Energy Management, Renewable Energy",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Helios-Power-Trading-150x150.jpg
Finuprise,Denmark,Copenhagen,"Consulting, Financial Services, Information Services, Information Technology, Software",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Finuprise-150x150.jpg
Loomis Pay,Denmark,Ballerup,"Financial Services, Mobile Payments, Payments",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Loomis-Pay-150x150.jpg
Mindpool,Denmark,Copenhagen,"Analytics, Data Visualization, Information Technology, SaaS",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Mindpool-150x150.jpg
Copenhagen Medical,Denmark,Copenhagen,"Health Care, Medical, Medical Device",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Copenhagen-Medical-150x150.jpg
Omhu,Denmark,Copenhagen,"Health Care, Information Technology, Health Technology",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Omhu-150x150.jpg
Radius Elnet,Denmark,Virum,"Consumer Electronics, Electrical Distribution, Electronics, Energy",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Radius-Elnet-150x150.jpg
Resights,Denmark,Københoved,"Analytics, Property Management, Real Estate",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Resights-150x150.jpg
Sensae,Denmark,Copenhagen,"Artificial Intelligence, Health Care, Wellness",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Sensae-150x150.jpg
Jungle,Denmark,Copenhagen,"Apps, Bakery, Food and Beverage, Mobile Apps",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Jungle-150x150.jpg
CO2Hero,Denmark,Copenhagen,"Environmental Engineering, PaaS, Sustainability",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/CO2Hero-150x150.jpg
EIVEE,Denmark,Copenhagen,"Software, Spend data cleansing, enrichment and transparency",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/EIVEE-150x150.jpg
EIVEE,Denmark,Copenhagen,"Software, Spend data cleansing, enrichment and transparency",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/EIVEE-150x150.jpg
Gather,Denmark,Skødstrup,"Delivery, Food Delivery, Marketplace",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Gather-150x150.jpg
Lifeline Robotics,Denmark,Odense,"Artificial Intelligence, Health Diagnostics, Industrial Automation",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Lifeline-Robotics-150x150.jpg
Relewise,Denmark,Aarhus,"B2B, E-Commerce, SaaS, Software",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Relewise-150x150.jpg
Red Cedar,Denmark,Ny Tolstrup,"Financial Services, Hedge Funds, International Company",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Red-Cedar-150x150.jpg
Selvbyggerplus,Denmark,Hjørring,"Apps, Construction, Project Management, Software",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Selvbyggerplus-150x150.jpg
Thygesen Capital,Denmark,Copenhagen,"Finance, Financial Services, Venture Capital",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Thygesen-Capital-150x150.jpg
VAEKST,Denmark,Copenhagen,"Advertising, Consulting, Marketing",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/VAEKST-150x150.jpg
Kollektiv,Denmark,Bryrup,"Wellness, Fitness Services, Training",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Kollektiv-150x150.jpg
Arkyn,Denmark,Copenhagen,"Apps, B2B, Enterprise Applications, Enterprise Resource Planning (ERP)",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Arkyn-150x150.jpg
Levvel Health,Denmark,Hørsholm,"Assistive Technology, Health Care, Information Technology, Software",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Levvel-Health-150x150.jpg
Healper,Denmark,Copenhagen,"Health Care, Mental Health Care, Therapists",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Healper-150x150.jpg
CaseLab,Denmark,Aalborg,"SaaS, Software, Project Management",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/CaseLab-150x150.jpg
Naetion,Denmark,Copenhagen,"Blockchain, Cryptocurrency, Employee Benefits, Freelance",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Naetion-150x150.jpg
Food & Bio Cluster Denmark,Denmark,Aarhus,"Biotechnology, Networking, Matchmaking, Fundraising",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Food-Bio-Cluster-Denmark-150x150.jpg
SiteHub,Denmark,Copenhagen,"Software, Disappear, Analysis",2020,https://www.eu-startups.com/wp-content/uploads/2021/06/qsh7jz6brzhiswcwdsro-150x150.png
NORNORM,Denmark,Copenhagen,"3D Technology, Furniture, Real Estate, Service Industry",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/NORNORM-150x150.jpg
Really A Robot,Denmark,Aalborg,"AI, Robotics, software, computer vision, neural networks, automatisation, innovative solutions",2020,https://www.eu-startups.com/wp-content/uploads/2021/06/Really_A_Robot_logo-150x76.jpg
ProCollective,Denmark,Copenhagen,"SaaS, Software, Internet Publishing",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/ProCollective-150x150.jpg
BetterMetrics,Denmark,Copenhagen,"Advertising, Analytics, Digital Marketing, SaaS",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/BetterMetrics-150x150.jpg
Briefcase AI,Denmark,Copenhagen,"Artificial Intelligence, Legal Tech, SaaS, Software",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Briefcase-AI-150x150.jpg
Anyday,Denmark,Aarhus,"E-Commerce, Payments, Financial Services",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Anyday-150x150.jpg
GoSimplo,Denmark,Copenhagen,"Analytics, Data Visualization, Software",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/GoSimplo-150x150.jpg
Go Autonomous,Denmark,Copenhagen,"B2B, E-Commerce Platforms, SaaS, Software",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Go-Autonomous-150x150.jpg
Stedger,Denmark,Copenhagen,"E-Commerce, Information Technology, SaaS, Software",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Stedger-150x150.jpg
Mxney,Denmark,Copenhagen,"E-Commerce, Financial Services, Marketing",2020,https://www.eu-startups.com/wp-content/uploads/2022/06/Mxney-150x150.jpg
Broad,Denmark,Nørresundby,"Information Technology, Software, Software Development",2020,https://www.eu-startups.com/wp-content/uploads/2021/06/Broad-150x150.png
batata,Denmark,Odense,"agritech, food waste, HoReCa, sustainability",2020,https://www.eu-startups.com/wp-content/uploads/2021/05/Group-327-150x133.png
Cuttles,Denmark,Copenhagen,"entrepreneurship, startup, presentation, business",2020,https://www.eu-startups.com/wp-content/uploads/2021/05/cuttles-landing-icon-150x150.png
Lagertha,Denmark,Helsingor,"Business, Skills, Training",2020,https://www.eu-startups.com/wp-content/uploads/2022/05/1651426842199-150x150.jpg
Niirly,Denmark,Hellerup,Dating App Chemistry,2020,https://www.eu-startups.com/wp-content/uploads/2021/05/Niirly-logo-150x130.png
Cogo,Denmark,Copenhagen,"Smart Mobility, Transportation, Smart Cities",2020,https://www.eu-startups.com/wp-content/uploads/2021/05/1615833049981-150x150.jpeg
All Gravy,Denmark,Copenhagen,"employees, salary",2020,https://www.eu-startups.com/wp-content/uploads/2023/05/1657614857751-150x150.jpeg
Cogo,Denmark,Copenhagen,"Smart Mobility, Transportation, Smart Cities",2020,https://www.eu-startups.com/wp-content/uploads/2021/05/1615833049981-150x150.jpeg
All Gravy,Denmark,Copenhagen,"employees, salary",2020,https://www.eu-startups.com/wp-content/uploads/2023/05/1657614857751-150x150.jpeg
Teton,Denmark,Copenhagen,"AI, Software, Healthcare",2020,https://www.eu-startups.com/wp-content/uploads/2023/05/1679672469697-150x150.jpeg
Truegreens,Denmark,Copenhagen,"food, plant based, healthy food",2020,https://www.eu-startups.com/wp-content/uploads/2021/04/buddha_bowl-min-150x100.jpg
Kaspar,Denmark,Copenhagen,"film, cinema, ai, machinelearning, art, entertainment, documentary, software, tool, media",2020,https://www.eu-startups.com/wp-content/uploads/2020/04/KASPAR-LOGO-stor-150x150.jpg
Close the gap – blue sky (CTGBS),Denmark,"Denmark, Africa, Spain","Energy, Solarpanels",2020,https://www.eu-startups.com/wp-content/uploads/2021/04/closethegap_profile-150x150.png
Astro.io,Denmark,Copenhagen,"Personalized, Invest, App, Stocks",2020,https://www.eu-startups.com/wp-content/uploads/2022/03/Astro_horizontal_orange_white_background_1-150x51.png
MARDA,Denmark,Copenhagen,"Fashion, Plastics and Rubber Manufacturing, Recycling, Sustainability",2020,https://www.eu-startups.com/wp-content/uploads/2021/03/MARDA-150x150.png
Sharing-Market.com,Denmark,Copenhagen,The world's biggest online service,2020,https://www.eu-startups.com/wp-content/uploads/2020/03/cleanLogo-150x126.png
Uniclub,Denmark,Aarhus,"Study Abroad, Consulting, Ed-tech",2020,https://www.eu-startups.com/wp-content/uploads/2023/02/0x0-150x150.png
Advanced Social Innovation,Denmark,Copenhagen,"transportation, safety, advanced technology, human-center",2020,https://www.eu-startups.com/wp-content/uploads/2022/02/logo_tree_green-1-150x150.png
Worthmore,Denmark,Copenhagen,"phones, platform, devices",2020,https://www.eu-startups.com/wp-content/uploads/2021/02/Worthmore-150x150.jpg
ZeroNorth,Denmark,Copenhagen,"shipping industry, digitalization, CO2",2020,https://www.eu-startups.com/wp-content/uploads/2021/02/ZeroNorth-150x150.jpg
By Nielsen,Denmark,Greve,Danish,2020,https://www.eu-startups.com/wp-content/uploads/2021/01/Bynielsen-150x150.png
Session ApS,Denmark,Copenhagen,"business coaching, online coaching, executive coaching",2020,https://www.eu-startups.com/wp-content/uploads/2022/01/Session-Platform-on-several-devices-150x103.png
Tax Helper,Denmark,Copenhagen,"Financial Services, Tax Service, App, Platform",2020,https://www.eu-startups.com/wp-content/uploads/2022/01/Tax-Helper-150x150.jpg
SPY24 app,Denmark,Ikast,"Fashion, Software, Textiles",2020,https://www.eu-startups.com/wp-content/uploads/2022/01/SPY24-app-150x150.jpg
Snakker,Denmark,Copenhagen,"Software, Information Technology, Services",2020,https://www.eu-startups.com/wp-content/uploads/2022/01/Snakker-150x150.jpg
Shouter,Denmark,Aarhus,"E-Commerce, Lifestyle, Marketplace, Mobile Apps, Software",2020,https://www.eu-startups.com/wp-content/uploads/2022/01/Shouter-150x150.jpg
HATO Medical Technologies,Denmark,Odense,"Health Care, Information Technology, Software",2020,https://www.eu-startups.com/wp-content/uploads/2022/01/HATO-Medical-150x150.png
PipeBio,Denmark,Horsens,"Bioinformatics, Biotechnology, Therapeutics",2020,https://www.eu-startups.com/wp-content/uploads/2022/01/PipeBio-150x150.jpg
Oterra,Denmark,Harsholm,"Food and Beverage, Food Processing, Manufacturing, Organic",2020,https://www.eu-startups.com/wp-content/uploads/2022/01/Oterra-150x150.jpg
Oterra,Denmark,Harsholm,"Food and Beverage, Food Processing, Manufacturing, Organic",2020,https://www.eu-startups.com/wp-content/uploads/2022/01/Oterra-150x150.jpg
Offset Motorcycles,Denmark,Aarhus,"Automotive, Autonomous Vehicles, Electric Vehicle",2020,https://www.eu-startups.com/wp-content/uploads/2022/01/Offset-Motorcycles-150x150.jpg
Lobyco,Denmark,Albertslund,"E-Commerce, Gift, Mobile Payments, Retail Technology, Shopping, Software",2020,https://www.eu-startups.com/wp-content/uploads/2021/12/Lobyco-150x150.jpg
Levitate,Denmark,Copenhagen,"Medical Device, Pharmaceutical, Sports",2020,https://www.eu-startups.com/wp-content/uploads/2021/12/Levitate-150x150.jpg
Legacy,Denmark,Copenhagen,"Accounting, CleanTech, Energy Management, Finance, Green Building, Property Management, Real Estate, Software",2020,https://www.eu-startups.com/wp-content/uploads/2021/12/Legacy-150x150.jpg
Inch by Inch,Denmark,Copenhagen,"E-Learning, Information Technology, Sports",2020,https://www.eu-startups.com/wp-content/uploads/2021/12/InchByInch-150x150.jpg
SelfBack,Denmark,Odense,"Digital Therapeutic, back pain",2020,https://www.eu-startups.com/wp-content/uploads/2021/12/SB_logo_1024x720-150x105.jpg
Klint Marketing,Denmark,Copenhagen,"Content Generation, SEO, SEM, Lead Generation, Outbound marketing, Inbound marketing",2019,https://www.eu-startups.com/wp-content/uploads/2019/11/Klint-logo-final-sq-1-150x150.png
Video Jaguar,Denmark,Copenhagen,"video maker, video marketing, video editor, advertising",2019,https://www.eu-startups.com/wp-content/uploads/2019/12/jaguar-head-icon-with-play-button-for-eye-150x137.png
Workee,Denmark,Copenhagen,"Human Resources, Mobile Apps, Recruiting",2019,https://www.eu-startups.com/wp-content/uploads/2020/12/workee-logo-150x150.jpeg
temply,Denmark,Copenhagen,"platform, digital, work, worktech",2019,https://www.eu-startups.com/wp-content/uploads/2021/11/TEmply-logo-150x64.png
CareerMentor,Denmark,Denmark,"Mentor, Mentee, Onlineplatform, matchmaking, Denmark, Career, mentorship",2019,https://www.eu-startups.com/wp-content/uploads/2019/10/careermentor_logo_icon-150x115.png
Layerise,Denmark,Copenhagen,"user experience, costumer, engagement",2019,https://www.eu-startups.com/wp-content/uploads/2020/10/0-2-150x150.png
Bettingpartner,Denmark,Copenhagen,"comparison, sport, betting",2019,https://www.eu-startups.com/wp-content/uploads/2019/09/Bettingpartner-logo-high-res-compressor-150x150.png
Nøie,Denmark,Copenhagen,"Beauty, Wellness, Cosmetics, Consumer",2019,https://www.eu-startups.com/wp-content/uploads/2021/09/Screenshot-2021-09-08-at-11.04.15-150x102.png
fairkey,Denmark,Copenhagen,Intelligent Lead Capturing,2019,https://www.eu-startups.com/wp-content/uploads/2021/09/app-store-screenshots-150x64.jpg
Busywork,Denmark,Esbjerg,"Cloud Infrastructure, Information Technology, Software",2019,https://www.eu-startups.com/wp-content/uploads/2020/08/pjcsh12ecyhhltxdgcui-150x150.png
Henlez,Denmark,Copenhagen,"Skin disease, enzyme, drug, therapeutics",2019,https://www.eu-startups.com/wp-content/uploads/2020/08/Henlez-Logo-150x137.png
SynapIoT,Denmark,Copenhagen,"Industrial Automation, Internet of Things, Manufacturing, PaaS, SaaS",2019,https://www.eu-startups.com/wp-content/uploads/2020/08/djavoa3mklyuzcmm6grh-150x150.png
Platypus,Denmark,Copenhagen,"Human Resources, Software",2019,https://www.eu-startups.com/wp-content/uploads/2020/08/ifegwtmjanoihmudkelh-150x150.jpeg
Reetro,Denmark,Copenhagen,"Retrospectives, Project Management, Agile, SaaS",2019,https://www.eu-startups.com/wp-content/uploads/2020/08/reetro-board-150x100.png
Rosotravel,Denmark,Copenhagen,"inbound tour operators in poland, best travel operators in europe",2019,https://www.eu-startups.com/wp-content/uploads/2021/07/logo-with-white-background-150x150.png
Legacy App,Denmark,Copenhagen,"AI, Sustainable transition, SDGs, Machine Learning, Automated Consulting",2019,https://www.eu-startups.com/wp-content/uploads/2020/07/Legacy-logo-150x76.png
Podimo,Denmark,Copenhagen,"Digital Entertainment, Podcast, technology",2019,https://www.eu-startups.com/wp-content/uploads/2020/07/poook.png
HeyLouise,Denmark,Copenhagen,"martech solution, version-control system, marketing git hub,",2019,https://www.eu-startups.com/wp-content/uploads/2020/06/HeyLouise_Logo_Red_RGB-150x32.png
TripDoodler,Denmark,Frederiksberg,"Communities, Leisure, Tourism, Travel",2019,https://www.eu-startups.com/wp-content/uploads/2021/06/1614010800446-150x150.jpeg
Zuuvi,Denmark,Frederiksberg,"Advertising, Internet, Marketing, Social Media, Social Media Marketing",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Zuuvi-150x150.jpg
Twelve Bio,Denmark,Copenhagen,"Biotechnology, Health Diagnostics, Predictive Analytics",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Twelve-Bio-150x150.jpg
Relatel,Denmark,Hovedstaden,"Technical Support, Telecommunications",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Relatel-150x150.jpg
P+,Denmark,Hovedstaden,"Financial Services, Insurance, Retirement",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/P-150x150.jpg
Meili Robots,Denmark,Copenhagen,"Fleet Management, Robotics, Software",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Meili-Robots-150x150.jpg
Madlisten,Denmark,Copenhagen,"Cooking, Dietary Supplements, E-Commerce, Food and Beverage, Organic Food",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Madlisten-150x150.png
Madlisten,Denmark,Copenhagen,"Cooking, Dietary Supplements, E-Commerce, Food and Beverage, Organic Food",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Madlisten-150x150.png
Incept Sustainability,Denmark,Copenhagen,"E-Learning, Information Technology, Service",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Incept-Sustainability-150x150.png
Fenerum,Denmark,Viby,"Accounting, Software, Application",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Fenerum-150x150.jpg
Eatie,Denmark,Copenhagen,"Food and Beverage, Internet, Software",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Eatie-150x57.png
